priority,address_id,territory,street,house_number,destination_lat,destination_lon,router_distance_km,router_duration_min,snap_distance_m,detour_factor,coverage_level,best_control_id,anomaly_reasons,expected_information_gain,recommended_manual_action,owner_review_required
CRITICAL,w304088449,Бендеры,улица Бориса Главана,51,46.8176,29.45978,4.3120,4.582,18.81,2.259,STRONG_COVERAGE,MY-069,ADDRESS_ANCHOR_DISAGREEMENT;SNAPPED_STREET_NAME_MISMATCH,tests an unresolved failure or unique network branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w304088452,Бендеры,Севастопольская улица,26,46.81766,29.46054,4.4029,4.912,14.36,2.376,WEAK_COVERAGE,MY-045,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w304491951,Бендеры,тупик Некрасова,14,46.8126,29.46655,2.3820,3.485,17.26,1.339,WEAK_COVERAGE,MY-082,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w304687299,Бендеры,Загородная улица,7,46.81226,29.46696,2.3670,3.450,13.51,1.327,WEAK_COVERAGE,MY-082,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w304687300,Бендеры,Загородная улица,9,46.81218,29.46683,2.3803,3.482,13.96,1.324,WEAK_COVERAGE,MY-082,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w304687301,Бендеры,Загородная улица,11,46.81207,29.46674,2.3934,3.513,18.87,1.322,WEAK_COVERAGE,MY-082,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w304687305,Бендеры,Загородная улица,15,46.81182,29.46615,2.4468,3.642,6.87,1.314,WEAK_COVERAGE,MY-082,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w304687309,Бендеры,переулок Некрасова,16,46.81193,29.46735,2.4796,3.608,16.46,1.385,WEAK_COVERAGE,MY-082,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w304873404,Парканы,улица Сергея Лазо,51,46.84378,29.51362,4.9538,6.230,23.74,1.545,PARTIAL_COVERAGE,MY-033,PARTIAL_COVERAGE;ROUTE_STREET_LOOP;STREET_DISTANCE_CONTINUITY_OUTLIER,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w304873407,Парканы,улица Сергея Лазо,53,46.84401,29.51357,4.9285,6.170,17.64,1.530,PARTIAL_COVERAGE,MY-033,PARTIAL_COVERAGE;ROUTE_STREET_LOOP,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305228562,Бендеры,Фруктовая улица,10,46.80957,29.47427,2.4161,3.195,12.24,1.398,UNCOVERED,MY-075,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305228565,Бендеры,улица Урицкого,13,46.80926,29.47443,2.5056,3.548,24.02,1.427,UNCOVERED,MY-075,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305228573,Бендеры,улица Баумана,3,46.80961,29.47272,2.3221,3.017,13.86,1.309,UNCOVERED,MY-075,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305228574,Бендеры,улица Урицкого,1,46.80943,29.47265,2.3687,3.220,11.54,1.321,UNCOVERED,MY-075,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305229280,Бендеры,улица Правды,53,46.80983,29.46933,2.3213,3.180,19.30,1.233,UNCOVERED,MY-075,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305229281,Бендеры,улица Правды,51,46.80994,29.46919,2.3469,3.242,22.12,1.250,UNCOVERED,MY-075,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305229284,Бендеры,переулок Некрасова,20,46.81164,29.46784,2.4375,3.508,12.55,1.361,WEAK_COVERAGE,MY-082,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305229289,Бендеры,переулок Некрасова,24,46.81144,29.46817,2.3401,3.392,10.66,1.306,WEAK_COVERAGE,MY-082,STREET_DISTANCE_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305229293,Бендеры,переулок Некрасова,30,46.81098,29.46859,2.3684,3.367,18.43,1.307,WEAK_COVERAGE,MY-082,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305229296,Бендеры,переулок Некрасова,32,46.81089,29.46879,2.3624,3.333,13.62,1.305,WEAK_COVERAGE,MY-082,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305229300,Бендеры,улица Правды,29а,46.81113,29.46775,2.5175,3.652,44.75,1.369,UNCOVERED,MY-082,DESTINATION_SNAP_GT30M;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305230302,Бендеры,улица Правды,39,46.81046,29.4684,2.4305,3.443,23.66,1.302,UNCOVERED,MY-075,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305230304,Бендеры,улица Правды,35,46.81059,29.46812,2.4560,3.505,19.86,1.315,UNCOVERED,MY-075,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305230309,Бендеры,улица Правды,19,46.81152,29.46665,2.6085,3.870,19.73,1.402,UNCOVERED,MY-082,STREET_DURATION_CONTINUITY_OUTLIER;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305230310,Бендеры,улица Правды,21,46.81144,29.46679,2.5946,3.837,20.45,1.395,UNCOVERED,MY-082,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305230318,Бендеры,улица Правды,3,46.81295,29.46513,2.6113,4.088,22.93,1.426,UNCOVERED,MY-082,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305230324,Бендеры,улица Правды,9,46.81261,29.46543,2.5672,3.982,22.55,1.395,UNCOVERED,MY-082,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305230325,Бендеры,улица Правды,11,46.81252,29.46556,2.5535,3.950,25.77,1.388,UNCOVERED,MY-082,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305230327,Бендеры,улица Правды,15,46.8123,29.4657,2.5271,3.887,21.99,1.367,UNCOVERED,MY-082,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305230330,Бендеры,тупик Некрасова,16,46.81271,29.4663,2.4047,3.540,17.89,1.348,WEAK_COVERAGE,MY-082,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305230332,Бендеры,улица Урицкого,2,46.80923,29.47257,2.3679,3.218,11.54,1.304,UNCOVERED,MY-075,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305230334,Бендеры,улица Баумана,5,46.80908,29.4725,2.3829,3.162,13.54,1.299,UNCOVERED,MY-075,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305767310,Бендеры,переулок Разина,161,46.80875,29.4807,1.8687,2.073,18.45,1.104,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305767312,Бендеры,переулок Разина,1,46.80874,29.4809,1.8840,2.110,17.34,1.113,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305767320,Бендеры,переулок Разина,5,46.80875,29.48126,1.9115,2.177,18.23,1.132,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305767335,Бендеры,Песчанный переулок,16,46.80996,29.48333,1.9403,3.115,41.56,1.253,UNCOVERED,MY-068,DESTINATION_SNAP_GT30M;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305767343,Бендеры,Песчанный переулок,8,46.8104,29.48367,1.9226,3.095,11.86,1.282,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305767345,Бендеры,Песчанный переулок,6,46.81054,29.48369,1.9072,3.058,9.18,1.285,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305767357,Бендеры,Песчанный переулок,10,46.81029,29.48368,1.9349,3.125,12.09,1.280,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305767359,Бендеры,Песчанный переулок,12,46.81019,29.4837,1.9460,3.152,11.40,1.278,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305767365,Бендеры,Октябрьская улица,9,46.8094,29.48482,2.2591,3.070,23.83,1.399,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305767377,Бендеры,улица Няги,24,46.80952,29.48765,2.0816,3.433,26.61,1.274,UNCOVERED,MY-068,STREET_DISTANCE_CONTINUITY_OUTLIER;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305767378,Бендеры,улица Няги,22,46.80967,29.4878,2.0442,3.343,23.71,1.262,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305768169,Бендеры,Садовая улица,97,46.80896,29.48636,2.3214,3.128,14.99,1.384,WEAK_COVERAGE,MY-041,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w305888560,Парканы,улица Фрунзе,37,46.83237,29.52448,4.5001,6.060,39.78,1.370,WEAK_COVERAGE,MY-022,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w305963637,Бендеры,улица Урицкого,14,46.80892,29.47468,2.5324,3.612,8.88,1.420,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305963638,Бендеры,Донецкая улица,25,46.80868,29.47494,2.5575,3.672,30.63,1.420,UNCOVERED,MY-068,DESTINATION_SNAP_GT30M;LOCAL_CORRIDOR_DISCONTINUITY;SNAPPED_STREET_NAME_MISMATCH;STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNCOVERED;UNIQUE_TERMINAL_BRANCH,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305963641,Бендеры,улица Некрасова,102а,46.80863,29.47542,2.1496,2.858,11.37,1.198,WEAK_COVERAGE,MY-082,STREET_DISTANCE_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w305964592,Бендеры,Донецкая улица,23,46.80869,29.47468,2.2423,3.113,31.36,1.241,UNCOVERED,MY-068,DESTINATION_SNAP_GT30M;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w306078227,Парканы,улица Фрунзе,143,46.82314,29.52691,5.4150,7.757,15.56,1.625,WEAK_COVERAGE,MY-026,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w306078229,Парканы,улица Фрунзе,141,46.82319,29.52737,5.4425,7.823,24.54,1.616,WEAK_COVERAGE,MY-026,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w306081803,Парканы,улица Фрунзе,139,46.82336,29.5276,5.4524,7.848,29.02,1.611,WEAK_COVERAGE,MY-026,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w306081804,Парканы,улица Фрунзе,131,46.8239,29.52761,5.5063,7.977,22.25,1.627,WEAK_COVERAGE,MY-026,WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
CRITICAL,w306081930,Парканы,Светлая улица,5,46.81967,29.5265,5.5410,7.670,21.60,1.662,STRONG_COVERAGE,MY-021,ADDRESS_ANCHOR_DISAGREEMENT,tests an unresolved failure or unique network branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w306082139,Парканы,улица Фрунзе,121,46.82464,29.52773,5.5566,8.140,24.49,1.637,WEAK_COVERAGE,MY-026,ROUTE_STREET_LOOP;WEAK_COVERAGE;WEAK_COVERAGE_NEAR_THRESHOLD,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
MEDIUM,w306084792,Парканы,улица Фрунзе,51,46.83141,29.52482,4.6096,6.323,32.96,1.405,WEAK_COVERAGE,MY-022,DESTINATION_SNAP_GT30M;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
MEDIUM,w306087432,Парканы,Пионерская улица,83,46.82825,29.52625,5.1840,7.217,17.11,1.563,WEAK_COVERAGE,MY-022,ROUTE_STREET_LOOP;WEAK_COVERAGE,extends a partially covered local branch,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w306087434,Парканы,улица Фрунзе,81,46.82841,29.52619,4.9606,7.165,24.15,1.497,WEAK_COVERAGE,MY-022,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w306087437,Парканы,улица Фрунзе,86,46.82827,29.52564,4.9608,7.165,20.65,1.517,WEAK_COVERAGE,MY-028,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;WEAK_COVERAGE,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w306217586,Бендеры,Донецкая улица,102,46.80828,29.47535,2.1909,2.990,15.14,1.195,UNCOVERED,MY-068,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w306217588,Бендеры,Донецкая улица,34,46.80827,29.47501,2.2168,3.052,14.92,1.203,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w306217595,Бендеры,Донецкая улица,11,46.80867,29.47371,2.3181,3.295,26.60,1.262,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w306217601,Бендеры,Донецкая улица,3,46.8088,29.47262,2.4059,3.505,26.14,1.295,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w306217605,Бендеры,улица 7 Ноября,23,46.80782,29.47482,2.3136,3.260,15.71,1.221,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w306217615,Бендеры,улица 7 Ноября,21,46.80784,29.47466,2.3259,3.290,17.26,1.226,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w306217628,Бендеры,Донецкая улица,12,46.80836,29.47309,2.3603,3.397,13.95,1.251,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
CRITICAL,w306218434,Бендеры,улица Баумана,7,46.80801,29.47244,2.5093,3.732,17.26,1.291,UNCOVERED,MY-068,LOCAL_CORRIDOR_DISCONTINUITY;UNCOVERED;UNIQUE_TERMINAL_BRANCH,tests an unresolved failure or unique network branch,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w306218435,Бендеры,улица 7 Ноября,1,46.80789,29.47287,2.4626,3.618,14.37,1.268,UNCOVERED,MY-068,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNCOVERED,tests a high-risk anomaly cluster,MINIMAL_SET: inspect one route visually and record exact corridor/snap,True
HIGH,w306218436,Бендеры,улица 7 Ноября,3,46.8079,29.47305,2.4489,3.585,16.26,1.265,UNCOVERED,MY-068,UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
HIGH,w306218438,Бендеры,улица 7 Ноября,110,46.80755,29.47532,2.2736,3.165,11.81,1.190,UNCOVERED,MY-068,STREET_DISTANCE_CONTINUITY_OUTLIER;STREET_DURATION_CONTINUITY_OUTLIER;UNCOVERED,tests a high-risk anomaly cluster,EXTENDED_SET: inspect for higher confidence across the cluster,True
